,event_id,name,type,location,start_time,end_time,date,start_datetime,end_datetime
209,209,Tech Conference #209,Workshop,"Durham, United Kingdom",15:30,16:00,15/08/2024,15/08/2024 15:30,15/08/2024 16:00
210,210,Networking Evening #210,Workshop,"Durham, United Kingdom",16:15,17:15,23/10/2024,23/10/2024 16:15,23/10/2024 17:15
211,211,Food Fair #211,Festival,"Durham, United Kingdom",20:45,23:59,02/12/2024,02/12/2024 20:45,02/12/2024 23:59
212,212,New Year Party #212,Workshop,"Durham, United Kingdom",20:45,21:15,23/07/2024,23/07/2024 20:45,23/07/2024 21:15
213,213,Music Festival #213,Festival,"Durham, United Kingdom",13:30,15:30,25/07/2024,25/07/2024 13:30,25/07/2024 15:30
214,214,Historical Lecture #214,Seminar,"Durham, United Kingdom",15:15,18:45,20/07/2024,20/07/2024 15:15,20/07/2024 18:45
215,215,Startup Workshop #215,Party,"Durham, United Kingdom",20:45,21:00,13/08/2024,13/08/2024 20:45,13/08/2024 21:00
216,216,Food Fair #216,Fair,"Durham, United Kingdom",19:30,19:45,19/10/2024,19/10/2024 19:30,19/10/2024 19:45
217,217,Tech Conference #217,Fair,"Durham, United Kingdom",21:45,21:45,24/08/2024,24/08/2024 21:45,24/08/2024 21:45
218,218,Shakespeare Play #218,Networking Event,"Durham, United Kingdom",11:45,13:15,23/08/2024,23/08/2024 11:45,23/08/2024 13:15
219,219,Shakespeare Play #219,Lecture,"Durham, United Kingdom",22:00,22:30,28/09/2024,28/09/2024 22:00,28/09/2024 22:30
220,220,Winter Gala #220,Play,"Durham, United Kingdom",22:15,23:59,18/10/2024,18/10/2024 22:15,18/10/2024 23:59
221,221,Cultural Festival #221,Ball,"Durham, United Kingdom",15:45,16:00,10/06/2024,10/06/2024 15:45,10/06/2024 16:00
222,222,Winter Gala #222,Movie Screening,"Durham, United Kingdom",20:45,21:30,07/09/2024,07/09/2024 20:45,07/09/2024 21:30
223,223,Shakespeare Play #223,Play,"Durham, United Kingdom",14:30,16:15,13/09/2024,13/09/2024 14:30,13/09/2024 16:15
224,224,New Year Party #224,Workshop,"Durham, United Kingdom",22:45,23:59,30/07/2024,30/07/2024 22:45,30/07/2024 23:59
225,225,Science Seminar #225,Festival,"Durham, United Kingdom",19:45,19:45,07/10/2024,07/10/2024 19:45,07/10/2024 19:45
226,226,Charity Run #226,Networking Event,"Durham, United Kingdom",18:00,22:00,28/09/2024,28/09/2024 18:00,28/09/2024 22:00
227,227,Tech Conference #227,Exhibition,"Durham, United Kingdom",16:15,17:00,04/08/2024,04/08/2024 16:15,04/08/2024 17:00
228,228,Music Festival #228,Workshop,"Durham, United Kingdom",19:00,22:30,28/06/2024,28/06/2024 19:00,28/06/2024 22:30
229,229,Cultural Festival #229,Conference,"Durham, United Kingdom",21:15,21:45,07/07/2024,07/07/2024 21:15,07/07/2024 21:45
230,230,Food Fair #230,Fair,"Durham, United Kingdom",16:00,18:00,16/08/2024,16/08/2024 16:00,16/08/2024 18:00
231,231,Food Fair #231,Workshop,"Durham, United Kingdom",15:15,15:15,11/10/2024,11/10/2024 15:15,11/10/2024 15:15
232,232,Food Fair #232,Play,"Durham, United Kingdom",13:45,14:15,04/08/2024,04/08/2024 13:45,04/08/2024 14:15
233,233,Cultural Festival #233,Party,"Durham, United Kingdom",20:45,22:45,27/10/2024,27/10/2024 20:45,27/10/2024 22:45
234,234,Historical Lecture #234,Seminar,"Durham, United Kingdom",16:30,18:00,31/10/2024,31/10/2024 16:30,31/10/2024 18:00
235,235,Winter Gala #235,Workshop,"Durham, United Kingdom",23:00,23:15,13/11/2024,13/11/2024 23:00,13/11/2024 23:15
236,236,Film Night #236,Festival,"Durham, United Kingdom",17:45,19:00,17/08/2024,17/08/2024 17:45,17/08/2024 19:00
237,237,Startup Workshop #237,Play,"Durham, United Kingdom",14:30,15:00,08/08/2024,08/08/2024 14:30,08/08/2024 15:00
238,238,Charity Run #238,Fair,"Durham, United Kingdom",22:00,22:00,15/08/2024,15/08/2024 22:00,15/08/2024 22:00
239,239,Film Night #239,Movie Screening,"Durham, United Kingdom",19:45,21:00,09/12/2024,09/12/2024 19:45,09/12/2024 21:00
240,240,Historical Lecture #240,Seminar,"Durham, United Kingdom",15:00,16:45,17/09/2024,17/09/2024 15:00,17/09/2024 16:45
241,241,Historical Lecture #241,Concert,"Durham, United Kingdom",18:15,18:30,29/10/2024,29/10/2024 18:15,29/10/2024 18:30
242,242,Shakespeare Play #242,Lecture,"Durham, United Kingdom",13:15,16:45,15/09/2024,15/09/2024 13:15,15/09/2024 16:45
243,243,New Year Party #243,Seminar,"Durham, United Kingdom",19:45,20:30,29/11/2024,29/11/2024 19:45,29/11/2024 20:30
244,244,Science Seminar #244,Movie Screening,"Durham, United Kingdom",21:30,21:45,16/08/2024,16/08/2024 21:30,16/08/2024 21:45
245,245,Networking Evening #245,Exhibition,"Durham, United Kingdom",23:30,23:59,31/08/2024,31/08/2024 23:30,31/08/2024 23:59
246,246,New Year Party #246,Seminar,"Durham, United Kingdom",16:15,19:30,15/09/2024,15/09/2024 16:15,15/09/2024 19:30
247,247,Historical Lecture #247,Fair,"Durham, United Kingdom",22:45,23:59,19/08/2024,19/08/2024 22:45,19/08/2024 23:59
248,248,Charity Run #248,Sports Event,"Durham, United Kingdom",13:00,14:15,21/09/2024,21/09/2024 13:00,21/09/2024 14:15
249,249,Science Seminar #249,Concert,"Durham, United Kingdom",20:15,20:15,08/10/2024,08/10/2024 20:15,08/10/2024 20:15
250,250,Shakespeare Play #250,Sports Event,"Durham, United Kingdom",17:30,20:45,16/11/2024,16/11/2024 17:30,16/11/2024 20:45
251,251,Sports Day #251,Charity Event,"Durham, United Kingdom",20:30,22:30,11/06/2024,11/06/2024 20:30,11/06/2024 22:30
252,252,New Year Party #252,Lecture,"Durham, United Kingdom",13:15,13:30,26/08/2024,26/08/2024 13:15,26/08/2024 13:30
253,253,New Year Party #253,Concert,"Durham, United Kingdom",15:00,15:00,05/12/2024,05/12/2024 15:00,05/12/2024 15:00
254,254,Winter Gala #254,Networking Event,"Durham, United Kingdom",15:45,16:30,04/11/2024,04/11/2024 15:45,04/11/2024 16:30
255,255,New Year Party #255,Lecture,"Durham, United Kingdom",13:15,13:30,23/11/2024,23/11/2024 13:15,23/11/2024 13:30
256,256,Food Fair #256,Movie Screening,"Durham, United Kingdom",20:30,21:45,22/08/2024,22/08/2024 20:30,22/08/2024 21:45
257,257,Food Fair #257,Workshop,"Durham, United Kingdom",23:15,00:00,26/06/2024,26/06/2024 23:15,27/06/2024 00:00
258,258,Winter Gala #258,Movie Screening,"Durham, United Kingdom",20:30,21:15,14/10/2024,14/10/2024 20:30,14/10/2024 21:15
259,259,Music Festival #259,Concert,"Durham, United Kingdom",19:15,19:15,10/09/2024,10/09/2024 19:15,10/09/2024 19:15
260,260,Film Night #260,Workshop,"Durham, United Kingdom",23:30,23:30,25/10/2024,25/10/2024 23:30,25/10/2024 23:30
261,261,Food Fair #261,Exhibition,"Durham, United Kingdom",19:30,21:45,08/09/2024,08/09/2024 19:30,08/09/2024 21:45
262,262,Winter Gala #262,Networking Event,"Durham, United Kingdom",16:00,16:00,08/08/2024,08/08/2024 16:00,08/08/2024 16:00
263,263,Cultural Festival #263,Exhibition,"Durham, United Kingdom",20:30,21:45,09/08/2024,09/08/2024 20:30,09/08/2024 21:45
264,264,Winter Gala #264,Workshop,"Durham, United Kingdom",15:30,16:15,22/10/2024,22/10/2024 15:30,22/10/2024 16:15
265,265,Charity Run #265,Sports Event,"Durham, United Kingdom",15:45,19:45,02/10/2024,02/10/2024 15:45,02/10/2024 19:45
266,266,Winter Gala #266,Party,"Durham, United Kingdom",14:30,15:45,19/07/2024,19/07/2024 14:30,19/07/2024 15:45
267,267,Historical Lecture #267,Lecture,"Durham, United Kingdom",11:45,12:00,24/08/2024,24/08/2024 11:45,24/08/2024 12:00
268,268,Tech Conference #268,Movie Screening,"Durham, United Kingdom",21:00,22:00,06/07/2024,06/07/2024 21:00,06/07/2024 22:00
269,269,Networking Evening #269,Networking Event,"Durham, United Kingdom",23:45,23:59,01/08/2024,01/08/2024 23:45,01/08/2024 23:59
270,270,Historical Lecture #270,Party,"Durham, United Kingdom",15:30,15:30,26/06/2024,26/06/2024 15:30,26/06/2024 15:30
271,271,Historical Lecture #271,Networking Event,"Durham, United Kingdom",20:00,20:30,04/12/2024,04/12/2024 20:00,04/12/2024 20:30
272,272,Networking Evening #272,Play,"Durham, United Kingdom",21:45,21:45,09/10/2024,09/10/2024 21:45,09/10/2024 21:45
273,273,Food Fair #273,Conference,"Durham, United Kingdom",21:00,21:15,11/08/2024,11/08/2024 21:00,11/08/2024 21:15
274,274,Art Exhibition #274,Play,"Durham, United Kingdom",23:30,23:45,25/10/2024,25/10/2024 23:30,25/10/2024 23:45
275,275,Shakespeare Play #275,Lecture,"Durham, United Kingdom",15:30,19:30,05/09/2024,05/09/2024 15:30,05/09/2024 19:30
276,276,Film Night #276,Networking Event,"Durham, United Kingdom",12:00,12:00,20/08/2024,20/08/2024 12:00,20/08/2024 12:00
277,277,Science Seminar #277,Sports Event,"Durham, United Kingdom",15:15,15:15,13/12/2024,13/12/2024 15:15,13/12/2024 15:15
278,278,Startup Workshop #278,Seminar,"Durham, United Kingdom",10:45,12:45,19/11/2024,19/11/2024 10:45,19/11/2024 12:45
279,279,Winter Gala #279,Exhibition,"Durham, United Kingdom",15:15,16:30,27/11/2024,27/11/2024 15:15,27/11/2024 16:30
280,280,Charity Run #280,Networking Event,"Durham, United Kingdom",08:15,08:30,12/07/2024,12/07/2024 08:15,12/07/2024 08:30
281,281,Charity Run #281,Sports Event,"Durham, United Kingdom",15:30,16:30,09/08/2024,09/08/2024 15:30,09/08/2024 16:30
282,282,Networking Evening #282,Ball,"Durham, United Kingdom",10:30,14:30,04/12/2024,04/12/2024 10:30,04/12/2024 14:30
283,283,Winter Gala #283,Party,"Durham, United Kingdom",22:45,23:45,31/07/2024,31/07/2024 22:45,31/07/2024 23:45
284,284,Food Fair #284,Fair,"Durham, United Kingdom",14:00,14:00,18/10/2024,18/10/2024 14:00,18/10/2024 14:00
285,285,New Year Party #285,Workshop,"Durham, United Kingdom",15:30,16:00,16/07/2024,16/07/2024 15:30,16/07/2024 16:00
286,286,Shakespeare Play #286,Movie Screening,"Durham, United Kingdom",20:00,20:00,11/08/2024,11/08/2024 20:00,11/08/2024 20:00
287,287,Film Night #287,Movie Screening,"Durham, United Kingdom",17:45,18:00,29/11/2024,29/11/2024 17:45,29/11/2024 18:00
288,288,Tech Conference #288,Lecture,"Durham, United Kingdom",21:00,21:15,21/07/2024,21/07/2024 21:00,21/07/2024 21:15
289,289,Networking Evening #289,Networking Event,"Durham, United Kingdom",22:30,23:59,19/11/2024,19/11/2024 22:30,19/11/2024 23:59
290,290,Networking Evening #290,Networking Event,"Durham, United Kingdom",21:00,21:15,14/11/2024,14/11/2024 21:00,14/11/2024 21:15
291,291,Networking Evening #291,Lecture,"Durham, United Kingdom",14:15,17:00,15/10/2024,15/10/2024 14:15,15/10/2024 17:00
292,292,New Year Party #292,Play,"Durham, United Kingdom",10:30,12:45,14/11/2024,14/11/2024 10:30,14/11/2024 12:45
293,293,Film Night #293,Party,"Durham, United Kingdom",17:45,20:15,23/10/2024,23/10/2024 17:45,23/10/2024 20:15
294,294,Tech Conference #294,Charity Event,"Durham, United Kingdom",17:15,18:15,13/12/2024,13/12/2024 17:15,13/12/2024 18:15
295,295,Startup Workshop #295,Fair,"Durham, United Kingdom",14:30,14:30,13/06/2024,13/06/2024 14:30,13/06/2024 14:30
296,296,New Year Party #296,Charity Event,"Durham, United Kingdom",15:30,15:30,26/09/2024,26/09/2024 15:30,26/09/2024 15:30
297,297,Cultural Festival #297,Charity Event,"Durham, United Kingdom",14:45,18:30,31/10/2024,31/10/2024 14:45,31/10/2024 18:30
298,298,Science Seminar #298,Conference,"Durham, United Kingdom",19:30,23:00,12/11/2024,12/11/2024 19:30,12/11/2024 23:00
299,299,Art Exhibition #299,Play,"Durham, United Kingdom",13:30,14:00,08/06/2024,08/06/2024 13:30,08/06/2024 14:00
300,300,Sports Day #300,Sports Event,"Durham, United Kingdom",16:15,17:00,29/11/2024,29/11/2024 16:15,29/11/2024 17:00
301,301,Tech Conference #301,Fair,"Durham, United Kingdom",22:45,22:45,27/07/2024,27/07/2024 22:45,27/07/2024 22:45
302,302,Science Seminar #302,Networking Event,"Durham, United Kingdom",22:45,23:59,17/10/2024,17/10/2024 22:45,17/10/2024 23:59
303,303,Art Exhibition #303,Lecture,"Durham, United Kingdom",17:30,19:15,07/09/2024,07/09/2024 17:30,07/09/2024 19:15
304,304,Startup Workshop #304,Play,"Durham, United Kingdom",22:45,23:59,20/09/2024,20/09/2024 22:45,20/09/2024 23:59
305,305,New Year Party #305,Play,"Durham, United Kingdom",14:15,15:00,29/11/2024,29/11/2024 14:15,29/11/2024 15:00
306,306,Shakespeare Play #306,Ball,"Durham, United Kingdom",15:15,15:45,26/06/2024,26/06/2024 15:15,26/06/2024 15:45
307,307,Tech Conference #307,Party,"Durham, United Kingdom",22:00,22:45,16/08/2024,16/08/2024 22:00,16/08/2024 22:45
308,308,Tech Conference #308,Workshop,"Durham, United Kingdom",20:45,23:59,09/12/2024,09/12/2024 20:45,09/12/2024 23:59
309,309,Shakespeare Play #309,Play,"Durham, United Kingdom",23:00,23:59,25/06/2024,25/06/2024 23:00,25/06/2024 23:59
310,310,Historical Lecture #310,Conference,"Durham, United Kingdom",18:00,18:45,14/07/2024,14/07/2024 18:00,14/07/2024 18:45
311,311,Food Fair #311,Networking Event,"Durham, United Kingdom",23:30,23:45,08/09/2024,08/09/2024 23:30,08/09/2024 23:45
312,312,Cultural Festival #312,Charity Event,"Durham, United Kingdom",22:15,23:59,19/08/2024,19/08/2024 22:15,19/08/2024 23:59
313,313,Film Night #313,Festival,"Durham, United Kingdom",23:00,23:59,03/10/2024,03/10/2024 23:00,03/10/2024 23:59
314,314,Sports Day #314,Party,"Durham, United Kingdom",20:30,21:15,10/12/2024,10/12/2024 20:30,10/12/2024 21:15
315,315,Cultural Festival #315,Fair,"Durham, United Kingdom",13:15,13:30,11/11/2024,11/11/2024 13:15,11/11/2024 13:30
316,316,Cultural Festival #316,Lecture,"Durham, United Kingdom",15:30,15:45,22/07/2024,22/07/2024 15:30,22/07/2024 15:45
317,317,Art Exhibition #317,Play,"Durham, United Kingdom",19:00,22:00,11/06/2024,11/06/2024 19:00,11/06/2024 22:00
318,318,Art Exhibition #318,Festival,"Durham, United Kingdom",17:45,20:00,11/08/2024,11/08/2024 17:45,11/08/2024 20:00
319,319,Food Fair #319,Lecture,"Durham, United Kingdom",19:30,22:30,18/10/2024,18/10/2024 19:30,18/10/2024 22:30
320,320,Charity Run #320,Workshop,"Durham, United Kingdom",20:00,20:15,10/11/2024,10/11/2024 20:00,10/11/2024 20:15
321,321,Shakespeare Play #321,Networking Event,"Durham, United Kingdom",15:00,18:45,31/08/2024,31/08/2024 15:00,31/08/2024 18:45
322,322,Music Festival #322,Conference,"Durham, United Kingdom",16:45,18:00,10/09/2024,10/09/2024 16:45,10/09/2024 18:00
323,323,Cultural Festival #323,Conference,"Durham, United Kingdom",19:00,20:00,12/07/2024,12/07/2024 19:00,12/07/2024 20:00
324,324,Startup Workshop #324,Exhibition,"Durham, United Kingdom",22:15,23:15,23/08/2024,23/08/2024 22:15,23/08/2024 23:15
325,325,Food Fair #325,Conference,"Durham, United Kingdom",10:00,10:15,25/08/2024,25/08/2024 10:00,25/08/2024 10:15
326,326,Art Exhibition #326,Party,"Durham, United Kingdom",19:15,20:00,16/08/2024,16/08/2024 19:15,16/08/2024 20:00
327,327,Networking Evening #327,Workshop,"Durham, United Kingdom",20:45,21:00,23/08/2024,23/08/2024 20:45,23/08/2024 21:00
328,328,Winter Gala #328,Conference,"Durham, United Kingdom",21:30,21:45,21/11/2024,21/11/2024 21:30,21/11/2024 21:45
329,329,Music Festival #329,Charity Event,"Durham, United Kingdom",13:00,13:30,06/12/2024,06/12/2024 13:00,06/12/2024 13:30
330,330,Networking Evening #330,Seminar,"Durham, United Kingdom",23:30,23:59,22/11/2024,22/11/2024 23:30,22/11/2024 23:59
331,331,Food Fair #331,Ball,"Durham, United Kingdom",14:15,14:45,19/10/2024,19/10/2024 14:15,19/10/2024 14:45
332,332,Startup Workshop #332,Movie Screening,"Durham, United Kingdom",21:15,22:00,24/07/2024,24/07/2024 21:15,24/07/2024 22:00
333,333,Shakespeare Play #333,Movie Screening,"Durham, United Kingdom",11:45,12:45,23/08/2024,23/08/2024 11:45,23/08/2024 12:45
334,334,Food Fair #334,Lecture,"Durham, United Kingdom",16:15,16:45,16/07/2024,16/07/2024 16:15,16/07/2024 16:45
335,335,Art Exhibition #335,Conference,"Durham, United Kingdom",17:45,18:15,07/08/2024,07/08/2024 17:45,07/08/2024 18:15
336,336,Music Festival #336,Movie Screening,"Durham, United Kingdom",14:00,18:00,10/10/2024,10/10/2024 14:00,10/10/2024 18:00
337,337,Art Exhibition #337,Lecture,"Durham, United Kingdom",23:15,23:59,24/09/2024,24/09/2024 23:15,24/09/2024 23:59
338,338,Charity Run #338,Festival,"Durham, United Kingdom",21:45,22:30,28/09/2024,28/09/2024 21:45,28/09/2024 22:30
339,339,Art Exhibition #339,Play,"Durham, United Kingdom",16:00,16:15,09/08/2024,09/08/2024 16:00,09/08/2024 16:15
340,340,Art Exhibition #340,Networking Event,"Durham, United Kingdom",18:45,20:00,16/08/2024,16/08/2024 18:45,16/08/2024 20:00
341,341,Food Fair #341,Sports Event,"Durham, United Kingdom",17:15,18:15,31/10/2024,31/10/2024 17:15,31/10/2024 18:15
342,342,Shakespeare Play #342,Workshop,"Durham, United Kingdom",13:15,15:45,19/11/2024,19/11/2024 13:15,19/11/2024 15:45
343,343,Winter Gala #343,Workshop,"Durham, United Kingdom",08:45,08:45,09/10/2024,09/10/2024 08:45,09/10/2024 08:45
344,344,Startup Workshop #344,Networking Event,"Durham, United Kingdom",17:00,17:15,23/10/2024,23/10/2024 17:00,23/10/2024 17:15
345,345,Cultural Festival #345,Concert,"Durham, United Kingdom",17:00,17:30,03/10/2024,03/10/2024 17:00,03/10/2024 17:30
346,346,Charity Run #346,Concert,"Durham, United Kingdom",23:15,00:00,30/06/2024,30/06/2024 23:15,01/07/2024 00:00
347,347,Cultural Festival #347,Lecture,"Durham, United Kingdom",18:15,22:15,08/08/2024,08/08/2024 18:15,08/08/2024 22:15
348,348,Startup Workshop #348,Charity Event,"Durham, United Kingdom",17:30,19:15,21/10/2024,21/10/2024 17:30,21/10/2024 19:15
349,349,Food Fair #349,Concert,"Durham, United Kingdom",19:15,23:00,09/09/2024,09/09/2024 19:15,09/09/2024 23:00
350,350,Networking Evening #350,Workshop,"Durham, United Kingdom",16:00,16:15,02/08/2024,02/08/2024 16:00,02/08/2024 16:15
351,351,Historical Lecture #351,Concert,"Durham, United Kingdom",12:15,13:15,14/08/2024,14/08/2024 12:15,14/08/2024 13:15
352,352,Winter Gala #352,Fair,"Durham, United Kingdom",20:00,22:00,14/09/2024,14/09/2024 20:00,14/09/2024 22:00
353,353,Networking Evening #353,Festival,"Durham, United Kingdom",21:00,21:30,04/07/2024,04/07/2024 21:00,04/07/2024 21:30
354,354,New Year Party #354,Seminar,"Durham, United Kingdom",13:00,17:00,05/08/2024,05/08/2024 13:00,05/08/2024 17:00
355,355,Sports Day #355,Play,"Durham, United Kingdom",22:00,23:15,05/09/2024,05/09/2024 22:00,05/09/2024 23:15
356,356,Networking Evening #356,Movie Screening,"Durham, United Kingdom",19:00,20:45,08/11/2024,08/11/2024 19:00,08/11/2024 20:45
357,357,Shakespeare Play #357,Charity Event,"Durham, United Kingdom",08:00,11:45,19/06/2024,19/06/2024 08:00,19/06/2024 11:45
358,358,Winter Gala #358,Party,"Durham, United Kingdom",21:45,23:00,18/09/2024,18/09/2024 21:45,18/09/2024 23:00
359,359,Cultural Festival #359,Play,"Durham, United Kingdom",14:15,16:15,24/10/2024,24/10/2024 14:15,24/10/2024 16:15
360,360,Winter Gala #360,Workshop,"Durham, United Kingdom",20:15,22:00,02/10/2024,02/10/2024 20:15,02/10/2024 22:00
361,361,Sports Day #361,Seminar,"Durham, United Kingdom",14:00,15:00,23/11/2024,23/11/2024 14:00,23/11/2024 15:00
362,362,New Year Party #362,Play,"Durham, United Kingdom",15:15,15:15,05/12/2024,05/12/2024 15:15,05/12/2024 15:15
363,363,Sports Day #363,Concert,"Durham, United Kingdom",16:00,16:30,08/12/2024,08/12/2024 16:00,08/12/2024 16:30
364,364,New Year Party #364,Lecture,"Durham, United Kingdom",20:45,21:30,15/11/2024,15/11/2024 20:45,15/11/2024 21:30
365,365,Food Fair #365,Charity Event,"Durham, United Kingdom",19:45,22:15,09/07/2024,09/07/2024 19:45,09/07/2024 22:15
366,366,Art Exhibition #366,Play,"Durham, United Kingdom",23:30,23:59,24/08/2024,24/08/2024 23:30,24/08/2024 23:59
367,367,Shakespeare Play #367,Workshop,"Durham, United Kingdom",21:30,21:45,17/06/2024,17/06/2024 21:30,17/06/2024 21:45
368,368,Film Night #368,Play,"Durham, United Kingdom",19:30,23:30,24/09/2024,24/09/2024 19:30,24/09/2024 23:30
369,369,Startup Workshop #369,Conference,"Durham, United Kingdom",17:15,18:15,21/09/2024,21/09/2024 17:15,21/09/2024 18:15
370,370,Historical Lecture #370,Concert,"Durham, United Kingdom",20:00,20:00,12/07/2024,12/07/2024 20:00,12/07/2024 20:00
371,371,Art Exhibition #371,Networking Event,"Durham, United Kingdom",19:45,23:45,17/10/2024,17/10/2024 19:45,17/10/2024 23:45
372,372,Film Night #372,Workshop,"Durham, United Kingdom",12:45,13:00,30/10/2024,30/10/2024 12:45,30/10/2024 13:00
373,373,Music Festival #373,Festival,"Durham, United Kingdom",19:30,19:30,11/09/2024,11/09/2024 19:30,11/09/2024 19:30
374,374,New Year Party #374,Exhibition,"Durham, United Kingdom",21:45,23:00,05/12/2024,05/12/2024 21:45,05/12/2024 23:00
375,375,Sports Day #375,Conference,"Durham, United Kingdom",15:45,16:00,23/10/2024,23/10/2024 15:45,23/10/2024 16:00
376,376,Music Festival #376,Ball,"Durham, United Kingdom",21:30,21:30,06/07/2024,06/07/2024 21:30,06/07/2024 21:30
377,377,Startup Workshop #377,Fair,"Durham, United Kingdom",14:15,15:00,11/07/2024,11/07/2024 14:15,11/07/2024 15:00
378,378,Music Festival #378,Fair,"Durham, United Kingdom",17:15,20:30,25/08/2024,25/08/2024 17:15,25/08/2024 20:30
379,379,Art Exhibition #379,Charity Event,"Durham, United Kingdom",20:15,20:15,07/09/2024,07/09/2024 20:15,07/09/2024 20:15
380,380,Tech Conference #380,Workshop,"Durham, United Kingdom",13:15,13:30,14/07/2024,14/07/2024 13:15,14/07/2024 13:30
381,381,Historical Lecture #381,Movie Screening,"Durham, United Kingdom",19:45,19:45,27/11/2024,27/11/2024 19:45,27/11/2024 19:45
382,382,Art Exhibition #382,Exhibition,"Durham, United Kingdom",19:45,20:45,30/08/2024,30/08/2024 19:45,30/08/2024 20:45
383,383,Film Night #383,Networking Event,"Durham, United Kingdom",19:00,21:00,25/07/2024,25/07/2024 19:00,25/07/2024 21:00
384,384,Shakespeare Play #384,Ball,"Durham, United Kingdom",13:45,15:30,10/07/2024,10/07/2024 13:45,10/07/2024 15:30
385,385,Cultural Festival #385,Seminar,"Durham, United Kingdom",22:15,22:30,19/08/2024,19/08/2024 22:15,19/08/2024 22:30
386,386,Cultural Festival #386,Lecture,"Durham, United Kingdom",23:15,23:30,29/08/2024,29/08/2024 23:15,29/08/2024 23:30
387,387,Winter Gala #387,Fair,"Durham, United Kingdom",18:30,19:00,03/07/2024,03/07/2024 18:30,03/07/2024 19:00
388,388,Shakespeare Play #388,Ball,"Durham, United Kingdom",20:45,21:00,10/09/2024,10/09/2024 20:45,10/09/2024 21:00
389,389,Cultural Festival #389,Movie Screening,"Durham, United Kingdom",13:00,16:00,20/08/2024,20/08/2024 13:00,20/08/2024 16:00
390,390,Science Seminar #390,Movie Screening,"Durham, United Kingdom",13:00,16:30,12/10/2024,12/10/2024 13:00,12/10/2024 16:30
391,391,Charity Run #391,Ball,"Durham, United Kingdom",19:00,19:45,18/09/2024,18/09/2024 19:00,18/09/2024 19:45
392,392,Science Seminar #392,Concert,"Durham, United Kingdom",18:00,18:15,27/08/2024,27/08/2024 18:00,27/08/2024 18:15
393,393,Film Night #393,Play,"Durham, United Kingdom",20:00,00:00,24/08/2024,24/08/2024 20:00,25/08/2024 00:00
394,394,Sports Day #394,Movie Screening,"Durham, United Kingdom",17:15,18:15,30/11/2024,30/11/2024 17:15,30/11/2024 18:15
395,395,Shakespeare Play #395,Party,"Durham, United Kingdom",23:15,23:15,22/07/2024,22/07/2024 23:15,22/07/2024 23:15
396,396,Cultural Festival #396,Festival,"Durham, United Kingdom",14:30,18:30,09/11/2024,09/11/2024 14:30,09/11/2024 18:30
397,397,Film Night #397,Play,"Durham, United Kingdom",08:00,10:00,31/10/2024,31/10/2024 08:00,31/10/2024 10:00
398,398,Startup Workshop #398,Sports Event,"Durham, United Kingdom",18:45,19:00,01/08/2024,01/08/2024 18:45,01/08/2024 19:00
399,399,Startup Workshop #399,Ball,"Durham, United Kingdom",18:30,19:45,17/10/2024,17/10/2024 18:30,17/10/2024 19:45
400,400,Food Fair #400,Ball,"Durham, United Kingdom",09:15,10:15,06/10/2024,06/10/2024 09:15,06/10/2024 10:15
401,401,Science Seminar #401,Party,"Durham, United Kingdom",19:15,19:30,14/07/2024,14/07/2024 19:15,14/07/2024 19:30
402,402,Sports Day #402,Networking Event,"Durham, United Kingdom",16:45,16:45,26/10/2024,26/10/2024 16:45,26/10/2024 16:45
403,403,New Year Party #403,Fair,"Durham, United Kingdom",18:45,19:45,31/08/2024,31/08/2024 18:45,31/08/2024 19:45
404,404,Winter Gala #404,Charity Event,"Durham, United Kingdom",16:00,16:15,03/11/2024,03/11/2024 16:00,03/11/2024 16:15
405,405,Shakespeare Play #405,Conference,"Durham, United Kingdom",15:00,15:30,07/07/2024,07/07/2024 15:00,07/07/2024 15:30
406,406,Shakespeare Play #406,Movie Screening,"Durham, United Kingdom",17:00,20:00,20/06/2024,20/06/2024 17:00,20/06/2024 20:00
407,407,Sports Day #407,Sports Event,"Durham, United Kingdom",14:30,17:45,08/10/2024,08/10/2024 14:30,08/10/2024 17:45
408,408,Networking Evening #408,Play,"Durham, United Kingdom",16:15,19:45,19/07/2024,19/07/2024 16:15,19/07/2024 19:45
409,409,Cultural Festival #409,Seminar,"Durham, United Kingdom",18:45,18:45,15/10/2024,15/10/2024 18:45,15/10/2024 18:45
410,410,Music Festival #410,Movie Screening,"Durham, United Kingdom",14:45,15:30,05/11/2024,05/11/2024 14:45,05/11/2024 15:30
411,411,Historical Lecture #411,Party,"Durham, United Kingdom",22:45,23:59,01/09/2024,01/09/2024 22:45,01/09/2024 23:59
412,412,Sports Day #412,Workshop,"Durham, United Kingdom",23:00,23:15,18/11/2024,18/11/2024 23:00,18/11/2024 23:15
413,413,Food Fair #413,Exhibition,"Durham, United Kingdom",17:00,17:15,25/06/2024,25/06/2024 17:00,25/06/2024 17:15
414,414,Shakespeare Play #414,Fair,"Durham, United Kingdom",13:15,14:00,09/07/2024,09/07/2024 13:15,09/07/2024 14:00
415,415,Art Exhibition #415,Movie Screening,"Durham, United Kingdom",18:45,21:00,07/10/2024,07/10/2024 18:45,07/10/2024 21:00
416,416,Historical Lecture #416,Networking Event,"Durham, United Kingdom",13:30,14:00,10/09/2024,10/09/2024 13:30,10/09/2024 14:00
